Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S4911,Emma,Jones,student3911@university.com,Male,21,Engineering,72.89,63.96,84.03,78.56,93.77,93.4,64.9,75.9025,C,11.0,No,Yes,,Low,3,9.0
S4912,Ahmed,Williams,student3912@university.com,Female,19,Engineering,50.82,84.76,42.85,75.87,68.06,33.3,68.43,63.807,D,12.0,Yes,Yes,Bachelor's,Low,3,8.2
S4913,Ali,Jones,student3913@university.com,Male,19,Engineering,58.7,48.04,54.46,84.48,71.73,61.0,54.07,59.937,F,15.2,Yes,No,Master's,Low,1,8.9
S4914,Ali,Williams,student3914@university.com,Female,21,Engineering,74.43,58.84,89.93,82.49,61.05,72.2,81.69,77.904,C,19.5,No,Yes,Bachelor's,High,3,8.6
S4915,Emma,Johnson,student3915@university.com,Male,22,CS,91.13,47.11,91.72,94.87,71.27,34.5,58.74,70.701,C,29.8,No,No,Master's,Low,1,8.1
S4916,Maria,Williams,student3916@university.com,Male,19,CS,63.94,67.29,62.38,72.97,61.57,35.2,88.14,70.993,C,28.9,Yes,Yes,Bachelor's,High,3,5.7
S4917,Maria,Johnson,student3917@university.com,Female,19,Mathematics,76.13,73.12,62.49,50.42,83.3,47.0,59.5,62.6835,D,28.0,No,No,PhD,High,3,7.6
S4918,Liam,Johnson,student3918@university.com,Male,18,Engineering,67.25,52.67,85.41,81.53,74.94,83.5,61.41,71.5745,C,7.2,Yes,Yes,Bachelor's,Medium,5,6.0
S4919,Omar,Brown,student3919@university.com,Male,23,CS,55.24,41.6,57.7,83.76,89.4,10.1,97.87,72.035,C,23.9,No,No,Master's,Low,3,6.1
S4920,John,Johnson,student3920@university.com,Female,18,CS,97.91,83.16,47.03,76.07,65.64,63.1,55.27,61.942,D,26.9,No,No,Master's,Low,10,8.4
S4921,Omar,Williams,student3921@university.com,Male,22,CS,92.73,41.2,55.45,84.47,75.28,67.7,74.94,66.108,D,13.3,Yes,No,Master's,Medium,3,5.0
S4922,Emma,Brown,student3922@university.com,Male,19,CS,53.92,98.4,63.24,66.18,62.98,55.8,53.13,65.524,D,10.5,Yes,Yes,Bachelor's,High,1,5.5
S4923,Omar,Brown,student3923@university.com,Male,24,Engineering,85.99,53.3,43.13,57.44,96.72,93.6,54.52,58.1015,F,23.7,No,Yes,,Low,9,8.7
S4924,Emma,Johnson,student3924@university.com,Female,19,Engineering,67.38,79.83,68.72,83.23,76.1,60.2,81.68,76.763,C,7.3,Yes,Yes,Master's,High,1,7.5
S4925,Maria,Jones,student3925@university.com,Female,20,CS,99.74,66.09,84.4,62.26,58.67,63.5,81.54,73.8565,C,28.5,Yes,No,,Medium,7,4.3
S4926,John,Jones,student3926@university.com,Female,22,Business,65.12,43.58,70.82,72.82,63.64,60.0,59.66,62.427,D,8.9,Yes,Yes,Bachelor's,Low,7,4.6
S4927,Omar,Davis,student3927@university.com,Female,24,Mathematics,61.94,68.33,44.31,74.58,54.15,72.2,93.62,69.625,D,16.4,Yes,No,,High,8,6.9
S4928,Ali,Brown,student3928@university.com,Female,23,Engineering,78.39,71.01,66.41,73.86,51.39,13.5,85.11,69.68,D,29.6,Yes,Yes,,High,7,8.0
S4929,Sara,Johnson,student3929@university.com,Male,23,Engineering,91.76,91.28,82.53,79.92,76.3,89.4,65.03,77.9215,C,29.7,No,Yes,Master's,Medium,10,8.0
S4930,Liam,Jones,student3930@university.com,Male,24,Business,59.63,83.94,43.49,51.47,66.86,4.2,62.42,56.806,F,24.4,Yes,Yes,Bachelor's,High,6,6.1
S4931,Ahmed,Johnson,student3931@university.com,Female,23,Engineering,85.47,44.76,43.59,99.48,98.19,64.1,87.71,71.8705,C,26.0,Yes,No,Master's,Medium,8,5.3
S4932,Ali,Johnson,student3932@university.com,Male,24,Business,53.07,52.55,62.24,85.82,58.57,61.5,86.68,71.2515,C,29.2,Yes,Yes,PhD,Medium,10,7.9
S4933,Maria,Brown,student3933@university.com,Male,22,Business,95.95,58.71,51.7,71.27,89.7,20.8,57.44,59.664,F,28.2,Yes,Yes,High School,Medium,4,8.7
S4934,Ahmed,Davis,student3934@university.com,Male,24,CS,54.05,46.98,96.09,59.57,65.8,4.1,67.46,67.028,D,20.6,Yes,Yes,,Low,4,6.2
S4935,Sara,Brown,student3935@university.com,Male,24,Engineering,95.71,67.41,74.88,54.01,61.18,13.9,60.83,61.995,D,23.4,Yes,Yes,Bachelor's,Medium,3,4.7
S4936,Sara,Smith,student3936@university.com,Female,20,Mathematics,74.54,99.06,57.24,83.61,98.48,27.2,64.71,72.3315,C,19.8,Yes,Yes,,Low,8,7.0
S4937,John,Jones,student3937@university.com,Female,20,Business,72.4,70.88,82.29,65.85,90.13,88.2,64.38,73.819,C,17.7,No,No,Bachelor's,High,6,4.4
S4938,Ahmed,Jones,student3938@university.com,Male,18,Mathematics,98.67,84.51,62.5,61.47,81.53,85.6,98.8,79.595,C,27.0,Yes,Yes,Master's,Low,8,7.1
S4939,John,Jones,student3939@university.com,Male,22,CS,99.52,80.98,47.93,69.0,84.86,6.4,87.51,69.5385,D,23.5,No,No,High School,High,8,4.9
S4940,Ali,Williams,student3940@university.com,Female,22,Engineering,82.51,90.99,54.23,79.65,99.57,28.9,89.0,77.2555,C,26.5,Yes,No,High School,Medium,7,6.6
S4941,Emma,Johnson,student3941@university.com,Male,20,CS,56.36,52.94,78.56,83.59,79.66,88.9,63.87,71.6915,C,7.4,Yes,No,High School,Low,3,7.1
S4942,Emma,Brown,student3942@university.com,Male,21,CS,75.31,85.23,43.11,82.26,55.1,23.7,50.03,57.605,F,19.4,Yes,No,High School,Low,5,6.2
S4943,Emma,Jones,student3943@university.com,Male,21,Mathematics,76.46,92.88,56.36,93.16,53.24,99.6,52.91,68.173,D,13.2,Yes,Yes,,Low,2,8.1
S4944,Ahmed,Smith,student3944@university.com,Female,18,Mathematics,75.72,50.29,52.5,60.94,83.33,25.7,77.65,62.7225,D,17.8,Yes,Yes,Bachelor's,Medium,1,5.9
S4945,Emma,Jones,student3945@university.com,Female,21,Business,78.47,60.81,52.07,81.84,82.88,73.9,64.27,65.679,D,20.3,Yes,No,PhD,Medium,3,4.8
S4946,Ali,Davis,student3946@university.com,Male,21,Engineering,50.94,98.21,80.97,55.06,87.41,41.7,59.65,71.954,C,26.1,Yes,No,Bachelor's,Low,4,6.3
S4947,John,Johnson,student3947@university.com,Male,21,CS,85.56,86.85,89.55,77.4,55.44,13.6,52.48,68.993,D,5.8,Yes,Yes,,Medium,4,8.8
S4948,Ahmed,Johnson,student3948@university.com,Male,19,Business,85.62,56.96,82.95,79.2,97.25,25.5,93.79,80.2985,B,9.1,No,No,Master's,Medium,2,8.4
S4949,John,Brown,student3949@university.com,Male,18,Business,55.77,73.84,78.74,60.81,77.56,67.5,80.01,75.0165,C,28.0,Yes,No,PhD,Low,3,5.6
S4950,Ahmed,Williams,student3950@university.com,Male,20,CS,78.51,64.26,94.99,69.58,82.48,33.7,55.37,70.3675,C,29.2,No,No,PhD,Medium,8,5.2
S4951,John,Brown,student3951@university.com,Male,21,CS,78.42,69.4,43.5,91.36,51.74,60.4,88.32,69.679,D,6.4,No,Yes,PhD,High,9,6.4
S4952,Sara,Jones,student3952@university.com,Female,23,Business,84.12,61.31,50.05,57.42,98.05,20.6,87.79,67.494,D,13.3,No,Yes,,Low,2,7.3
S4953,John,Davis,student3953@university.com,Female,24,CS,54.27,56.76,64.86,71.73,78.13,44.9,64.47,64.8875,D,5.2,No,No,High School,Medium,6,8.6
S4954,Emma,Smith,student3954@university.com,Male,19,CS,81.33,80.49,62.35,96.64,78.17,51.2,59.42,70.36,C,23.9,No,Yes,High School,High,1,7.1
S4955,Sara,Brown,student3955@university.com,Female,21,Mathematics,64.04,86.71,65.08,75.21,97.18,41.3,90.7,79.551,C,22.0,No,Yes,High School,Low,4,8.2
S4956,John,Williams,student3956@university.com,Male,24,Engineering,75.35,92.44,52.39,86.26,96.47,19.8,66.48,70.4835,C,19.1,No,Yes,Bachelor's,High,9,7.5
S4957,Ahmed,Brown,student3957@university.com,Male,24,Business,88.67,49.32,48.97,91.34,61.01,46.2,92.37,69.4635,D,22.3,No,Yes,High School,Medium,1,4.5
S4958,Ahmed,Johnson,student3958@university.com,Female,19,CS,85.28,89.37,70.55,60.19,96.55,69.3,52.18,68.8455,D,18.4,Yes,Yes,PhD,High,3,8.5
S4959,Liam,Jones,student3959@university.com,Female,18,Business,55.95,55.29,95.68,60.91,86.83,96.5,74.96,77.346,C,11.0,Yes,Yes,High School,High,7,5.0
S4960,Ahmed,Jones,student3960@university.com,Male,23,Engineering,79.56,65.64,63.52,87.93,50.95,79.0,58.98,65.6545,D,23.9,No,No,PhD,Low,8,5.8
S4961,Maria,Jones,student3961@university.com,Male,23,Business,98.46,94.09,42.6,87.67,61.99,16.1,83.6,69.998,D,24.6,Yes,No,PhD,Low,7,8.2
S4962,Ali,Jones,student3962@university.com,Female,23,Business,57.84,67.27,82.37,53.01,70.65,27.3,99.86,77.0225,C,26.4,No,Yes,Bachelor's,High,7,8.9
S4963,Ahmed,Jones,student3963@university.com,Female,21,Business,92.65,51.82,57.47,66.12,79.14,7.9,70.63,61.5565,D,28.9,No,Yes,High School,High,6,5.6
S4964,Sara,Jones,student3964@university.com,Male,19,Mathematics,85.13,49.59,54.71,69.93,85.07,13.6,55.02,57.2985,F,23.7,Yes,Yes,Master's,High,7,5.9
S4965,Liam,Smith,student3965@university.com,Male,23,Engineering,88.7,68.38,59.46,91.45,60.51,25.1,65.88,65.9095,D,6.4,Yes,Yes,High School,Medium,7,6.4
S4966,Ahmed,Williams,student3966@university.com,Male,24,Engineering,64.1,85.76,83.43,71.09,91.84,20.0,94.58,82.943,B,5.5,Yes,No,Master's,Medium,9,6.5
S4967,Maria,Jones,student3967@university.com,Female,24,Business,64.39,99.83,89.13,96.3,92.29,21.4,88.29,88.488,B,23.5,Yes,No,Bachelor's,Medium,9,7.8
S4968,Emma,Williams,student3968@university.com,Male,22,Business,95.3,87.24,75.28,99.83,81.75,23.1,61.61,74.6935,C,6.4,No,Yes,,Low,10,8.1
S4969,Sara,Davis,student3969@university.com,Female,22,Engineering,67.99,92.62,59.35,89.04,96.05,30.1,97.68,82.5005,B,12.9,Yes,Yes,Bachelor's,Low,10,9.0
S4970,Maria,Jones,student3970@university.com,Male,19,CS,53.15,84.87,58.63,83.32,90.65,12.6,81.11,73.914,C,8.4,Yes,No,Bachelor's,Low,10,8.0
S4971,Emma,Brown,student3971@university.com,Female,21,Mathematics,80.03,93.73,47.46,69.59,61.08,27.8,58.4,61.381,D,29.2,Yes,No,Master's,Low,8,5.5
S4972,Omar,Jones,student3972@university.com,Female,21,Engineering,56.24,44.58,96.0,53.35,89.93,68.8,78.62,74.7085,C,12.9,No,Yes,Bachelor's,High,9,5.8
S4973,Omar,Johnson,student3973@university.com,Female,18,Business,89.83,95.8,78.29,78.66,97.66,23.6,72.56,78.4555,C,6.4,Yes,No,PhD,Low,6,7.1
S4974,Sara,Smith,student3974@university.com,Female,18,CS,82.09,63.78,41.62,68.09,56.88,17.2,90.98,64.0275,D,28.7,Yes,Yes,Bachelor's,Low,4,7.4
S4975,John,Brown,student3975@university.com,Male,23,CS,93.74,95.3,79.74,67.54,98.93,6.8,67.21,74.757,C,20.2,No,Yes,Bachelor's,High,9,4.4
S4976,Ali,Brown,student3976@university.com,Female,20,CS,89.24,44.54,66.83,84.39,51.25,50.0,93.75,71.797,C,5.9,No,Yes,Master's,High,2,5.7
S4977,Liam,Johnson,student3977@university.com,Female,24,Mathematics,55.61,82.91,98.35,73.18,76.11,84.2,90.6,87.002,B,25.8,No,Yes,Bachelor's,Medium,8,5.0
S4978,Ali,Jones,student3978@university.com,Female,18,Mathematics,69.05,84.14,89.14,87.6,88.69,5.9,83.73,82.329,B,8.8,No,Yes,Bachelor's,High,2,6.5
S4979,Maria,Smith,student3979@university.com,Male,21,Engineering,88.73,99.81,50.28,69.91,89.52,54.2,62.93,68.569,D,25.1,Yes,No,High School,High,7,4.8
S4980,Emma,Brown,student3980@university.com,Male,24,Engineering,70.87,86.13,83.21,57.54,86.73,65.1,98.52,83.837,B,20.1,Yes,No,PhD,Low,9,6.9
S4981,Ali,Smith,student3981@university.com,Male,20,Engineering,98.62,62.95,69.13,73.07,76.47,59.2,77.43,71.5215,C,9.4,Yes,No,PhD,High,10,6.3
S4982,Emma,Brown,student3982@university.com,Male,18,Engineering,86.79,73.43,51.22,97.55,82.55,87.8,95.38,79.711,C,23.8,Yes,No,PhD,Medium,4,6.0
S4983,Emma,Jones,student3983@university.com,Male,19,Business,50.77,61.99,81.92,90.08,85.0,86.6,60.79,74.3575,C,16.4,No,No,Bachelor's,High,8,7.2
S4984,Maria,Davis,student3984@university.com,Male,22,Mathematics,94.0,51.76,72.84,60.29,74.73,5.7,99.17,72.5265,C,21.0,Yes,No,PhD,Medium,7,6.1
S4985,Maria,Brown,student3985@university.com,Female,18,CS,55.04,54.91,41.82,69.57,79.78,36.1,90.8,66.15,D,26.7,Yes,Yes,High School,Low,10,6.0
S4986,Maria,Davis,student3986@university.com,Female,18,Business,57.03,53.32,78.8,96.39,92.32,67.1,97.46,83.9815,B,11.5,No,No,,High,3,7.3
S4987,Ali,Brown,student3987@university.com,Female,19,Engineering,86.72,72.93,78.1,56.18,65.64,95.2,60.62,68.4015,D,14.1,No,Yes,,Medium,1,4.3
S4988,Omar,Williams,student3988@university.com,Male,21,Engineering,93.25,94.37,48.65,62.7,76.16,80.5,71.53,68.823,D,29.9,No,Yes,High School,Medium,8,6.2
S4989,Maria,Jones,student3989@university.com,Female,23,Business,76.82,94.76,60.94,63.11,50.42,17.7,54.88,61.3065,D,17.7,Yes,No,,Low,9,5.0
S4990,Liam,Johnson,student3990@university.com,Female,19,CS,64.45,43.29,75.15,78.55,84.37,27.9,56.85,63.9505,D,19.0,No,No,,High,5,4.2
S4991,Ali,Davis,student3991@university.com,Male,23,Mathematics,67.57,44.79,48.33,70.54,59.77,76.4,64.2,58.439,F,12.1,Yes,Yes,Master's,Low,4,4.2
S4992,Maria,Johnson,student3992@university.com,Female,18,Mathematics,67.14,54.71,91.16,53.99,74.05,47.1,97.58,78.129,C,15.4,No,No,Bachelor's,Medium,2,4.8
S4993,Ahmed,Jones,student3993@university.com,Male,21,CS,66.33,55.3,41.65,81.46,60.51,54.7,83.36,64.7205,D,17.5,No,Yes,Master's,Low,1,6.2
S4994,Emma,Johnson,student3994@university.com,Female,20,Mathematics,62.15,45.69,46.17,54.95,51.18,60.9,65.73,54.5205,F,11.5,No,Yes,Master's,Medium,4,6.8
S4995,Liam,Jones,student3995@university.com,Male,18,Engineering,80.44,63.31,46.97,80.32,74.16,10.3,97.73,70.537,C,11.0,Yes,Yes,High School,High,8,8.0
S4996,Maria,Johnson,student3996@university.com,Male,19,Engineering,95.02,75.26,71.69,75.35,71.24,85.6,86.99,78.015,C,20.0,No,Yes,,Medium,9,7.0
S4997,Sara,Davis,student3997@university.com,Male,20,Engineering,65.35,74.69,77.21,74.68,71.26,86.3,95.35,81.754,B,9.6,No,No,High School,High,1,6.6
S4998,Emma,Williams,student3998@university.com,Female,22,Engineering,59.33,72.61,64.22,53.37,60.44,46.8,96.36,72.244,C,18.8,Yes,Yes,PhD,Medium,4,4.2
S4999,Emma,Johnson,student3999@university.com,Female,20,CS,91.93,60.32,57.32,81.96,97.36,62.7,87.54,74.805,C,22.7,Yes,Yes,Master's,Low,5,5.5
S5000,Maria,Davis,student4000@university.com,Male,19,Mathematics,87.09,82.39,88.56,71.57,50.18,66.0,62.16,72.2,C,10.0,No,Yes,,Low,2,7.5
S5001,Omar,Brown,student4001@university.com,Male,24,Mathematics,96.54,89.59,44.1,70.56,94.58,19.0,99.83,75.4045,C,23.6,Yes,Yes,Bachelor's,Medium,2,5.4
S5002,John,Jones,student4002@university.com,Female,20,Business,58.28,60.78,56.82,79.82,86.85,11.3,66.25,64.42,D,14.0,Yes,No,Master's,Medium,3,7.0
S5003,Omar,Smith,student4003@university.com,Female,19,CS,57.21,45.13,42.35,80.31,58.6,2.1,83.59,60.4455,D,29.8,Yes,Yes,,Low,1,7.0
S5004,Maria,Smith,student4004@university.com,Male,24,Mathematics,77.07,57.78,40.83,50.75,73.61,91.3,92.24,66.085,D,29.5,Yes,Yes,PhD,Low,8,5.5
S5005,Emma,Jones,student4005@university.com,Female,18,Mathematics,80.72,48.24,61.2,56.26,99.44,34.6,58.76,60.277,D,25.0,No,Yes,High School,Medium,1,6.9
S5006,Liam,Williams,student4006@university.com,Female,24,Business,74.01,68.04,51.69,61.83,82.18,8.6,80.45,65.186,D,13.6,Yes,Yes,,Medium,4,4.6
S5007,Sara,Johnson,student4007@university.com,Female,21,Engineering,79.95,49.36,56.1,83.9,56.37,46.6,68.76,62.609,D,28.4,Yes,Yes,,Low,7,7.6
S5008,Liam,Williams,student4008@university.com,Male,22,Mathematics,59.02,67.77,89.26,78.84,72.88,7.6,62.21,70.6375,C,30.0,No,Yes,Master's,High,3,4.1
S5009,Liam,Smith,student4009@university.com,Male,24,Engineering,73.98,53.26,49.78,87.88,73.41,8.5,50.59,56.559,F,16.6,No,No,,High,9,4.2
S5010,Emma,Davis,student4010@university.com,Female,21,Business,82.9,84.32,86.81,87.03,90.11,48.9,93.6,86.941,B,20.4,No,No,PhD,High,3,8.4
S5011,Omar,Jones,student4011@university.com,Male,21,Mathematics,71.64,41.65,80.5,92.66,95.81,50.9,56.79,69.4345,D,5.1,Yes,No,Bachelor's,High,5,6.9
S5012,Sara,Jones,student4012@university.com,Female,21,Engineering,83.97,73.28,59.59,68.84,54.11,58.0,93.91,72.6995,C,6.1,No,Yes,PhD,Low,2,4.8
S5013,Ali,Williams,student4013@university.com,Female,24,CS,72.56,50.17,72.79,67.25,65.7,65.6,80.03,69.6695,D,17.5,Yes,No,,Medium,5,7.0
S5014,Ahmed,Davis,student4014@university.com,Male,19,Engineering,66.68,40.06,66.67,91.55,64.92,66.8,81.05,70.556,C,20.2,No,No,Bachelor's,High,2,5.8
S5015,Emma,Williams,student4015@university.com,Male,19,Engineering,65.18,92.15,47.7,61.88,99.8,43.3,91.43,74.6035,C,12.8,Yes,No,PhD,Low,8,5.3
S5016,Maria,Johnson,student4016@university.com,Male,22,Engineering,70.55,80.29,94.43,73.06,77.96,64.4,75.47,80.267,B,7.5,Yes,No,Bachelor's,High,9,8.1
S5017,Ali,Brown,student4017@university.com,Female,19,Engineering,51.15,45.94,74.18,59.72,93.99,30.5,67.86,65.676,D,24.6,Yes,No,Master's,Medium,5,6.4
S5018,Ahmed,Davis,student4018@university.com,Female,23,CS,83.43,79.84,92.81,95.69,71.3,44.1,56.94,75.949,C,15.5,No,No,,Low,6,5.5
S5019,Maria,Brown,student4019@university.com,Male,19,Business,92.26,76.7,89.43,70.39,86.14,39.3,78.52,78.556,C,21.2,No,Yes,Bachelor's,Medium,4,8.7
S5020,Liam,Johnson,student4020@university.com,Male,19,Engineering,67.73,68.4,44.79,60.62,64.33,32.9,77.66,61.9265,D,21.3,No,Yes,High School,Medium,10,4.8
S5021,John,Brown,student4021@university.com,Male,19,Engineering,52.3,65.16,52.44,84.6,95.59,23.9,64.69,65.735,D,18.7,Yes,No,Master's,Low,7,4.7
S5022,Maria,Smith,student4022@university.com,Female,18,Mathematics,99.34,93.22,48.72,62.23,72.76,7.8,80.0,67.1635,D,9.5,No,Yes,,Medium,10,4.5
S5023,Sara,Brown,student4023@university.com,Female,22,Mathematics,63.18,54.71,89.85,97.18,90.19,50.6,71.97,78.386,C,20.4,Yes,No,Master's,Medium,5,4.6
S5024,Sara,Johnson,student4024@university.com,Female,23,CS,56.33,63.9,91.75,68.38,62.79,53.7,90.28,78.8275,C,13.1,Yes,No,High School,High,5,5.3
S5025,John,Brown,student4025@university.com,Male,19,CS,68.49,59.75,71.68,83.23,84.68,33.6,77.97,72.906,C,25.5,Yes,Yes,,Medium,1,7.5
S5026,Ali,Jones,student4026@university.com,Male,22,CS,86.93,86.27,46.25,67.26,70.26,97.6,96.68,75.502,C,9.8,No,No,Master's,Medium,2,7.4
S5027,Ahmed,Williams,student4027@university.com,Female,20,Mathematics,64.7,94.99,48.14,90.36,51.57,55.7,75.9,70.5495,C,12.3,Yes,No,Master's,Medium,2,7.8
S5028,Maria,Smith,student4028@university.com,Male,18,Engineering,78.74,90.99,88.81,94.85,70.65,88.9,94.37,89.8995,B,16.0,No,Yes,Bachelor's,High,4,6.9
S5029,Sara,Jones,student4029@university.com,Male,24,Mathematics,70.78,87.86,95.75,89.4,77.5,57.0,76.03,83.9355,B,23.5,Yes,Yes,Bachelor's,Medium,5,6.5
S5030,Ali,Jones,student4030@university.com,Male,19,Business,55.89,99.21,51.97,92.42,57.59,19.0,77.9,71.816,C,23.0,Yes,Yes,Master's,Medium,10,6.2
S5031,John,Johnson,student4031@university.com,Male,23,CS,66.51,81.83,40.67,55.09,59.2,97.5,68.34,62.0025,D,13.4,No,Yes,Bachelor's,High,4,8.4
S5032,Omar,Williams,student4032@university.com,Female,18,CS,86.24,85.06,59.86,96.2,73.24,88.5,70.01,74.906,C,17.8,Yes,No,,High,3,5.7
S5033,Emma,Williams,student4033@university.com,Male,23,CS,80.6,98.97,41.83,81.22,67.14,47.1,96.66,75.553,C,10.9,Yes,No,Bachelor's,Low,4,8.5
S5034,Omar,Davis,student4034@university.com,Female,24,Business,55.99,40.42,89.68,93.46,72.04,24.3,61.16,69.269,D,24.3,Yes,Yes,,Low,5,5.4
S5035,Omar,Smith,student4035@university.com,Female,24,Engineering,58.17,78.04,69.49,84.22,73.04,22.3,56.07,66.9515,D,9.9,Yes,Yes,,Medium,3,4.8
S5036,Sara,Johnson,student4036@university.com,Male,18,Engineering,82.04,84.34,78.51,60.09,57.0,80.6,91.51,78.475,C,25.5,No,No,,High,6,5.3
S5037,Liam,Smith,student4037@university.com,Female,20,Engineering,90.67,95.07,64.69,80.48,59.06,6.9,78.85,72.411,C,28.4,No,No,,Low,4,6.5
S5038,Liam,Davis,student4038@university.com,Female,22,CS,67.47,93.03,60.73,54.55,92.41,63.8,64.23,69.0195,D,29.8,Yes,No,Master's,Low,2,8.6
S5039,John,Brown,student4039@university.com,Male,18,Engineering,79.77,90.52,53.33,84.79,58.14,64.0,71.62,70.129,C,26.4,No,No,PhD,High,3,4.9
S5040,Maria,Jones,student4040@university.com,Female,21,Mathematics,58.53,96.75,86.23,70.45,83.3,18.2,76.25,78.7525,C,10.5,No,Yes,PhD,Medium,1,6.9
S5041,Liam,Smith,student4041@university.com,Female,24,CS,65.57,72.24,81.73,57.59,70.93,70.5,79.61,74.408,C,15.4,No,No,,Medium,10,5.1
S5042,Omar,Jones,student4042@university.com,Female,20,Business,51.01,40.42,61.64,98.96,98.41,70.5,91.05,76.998,C,7.2,Yes,Yes,PhD,High,7,7.4
S5043,Liam,Johnson,student4043@university.com,Female,24,Business,88.41,40.66,59.27,95.05,53.31,35.0,69.72,63.171,D,9.1,No,No,,Medium,5,6.3
S5044,Omar,Brown,student4044@university.com,Female,21,Engineering,70.05,72.68,40.07,94.68,91.52,48.3,83.83,71.8375,C,6.2,No,Yes,PhD,High,7,7.7
S5045,Ahmed,Johnson,student4045@university.com,Female,20,CS,90.81,66.12,43.81,89.44,74.57,83.3,91.74,73.4305,C,21.0,No,No,High School,Medium,5,8.3
S5046,Sara,Brown,student4046@university.com,Female,24,Mathematics,85.42,67.07,77.4,84.6,50.27,52.3,92.19,77.3995,C,18.3,Yes,Yes,Bachelor's,Low,1,5.7
S5047,Sara,Brown,student4047@university.com,Female,21,Mathematics,91.44,64.02,70.88,82.75,63.18,61.8,62.71,67.9565,D,27.9,Yes,Yes,PhD,High,3,8.7
S5048,Maria,Jones,student4048@university.com,Male,21,CS,64.28,95.06,66.09,55.3,70.38,41.3,67.51,68.4325,D,16.6,No,Yes,,Medium,9,6.3
S5049,Liam,Johnson,student4049@university.com,Male,24,Engineering,59.26,61.55,89.65,95.03,65.71,15.0,79.75,77.1455,C,21.1,No,Yes,Bachelor's,Medium,7,8.7
S5050,Liam,Johnson,student4050@university.com,Male,24,Business,98.6,91.37,70.23,94.06,68.12,99.8,94.29,85.461,B,15.0,Yes,Yes,Bachelor's,High,7,5.2
S5051,Emma,Smith,student4051@university.com,Female,23,Business,85.87,94.17,63.07,87.39,95.83,53.2,89.52,82.1005,B,25.7,Yes,No,Master's,Medium,5,8.5
S5052,Ali,Johnson,student4052@university.com,Female,18,Mathematics,91.7,69.97,49.68,96.37,68.05,33.6,79.2,69.616,D,28.2,No,No,Master's,Low,3,5.7
S5053,Ahmed,Smith,student4053@university.com,Female,18,Mathematics,50.66,66.82,89.24,77.65,70.94,71.4,99.19,84.4015,B,15.8,Yes,No,PhD,Medium,10,7.8
S5054,Sara,Williams,student4054@university.com,Male,20,Mathematics,67.72,85.66,74.57,72.38,88.06,62.1,71.95,75.8445,C,7.1,No,No,Master's,Low,4,8.8
S5055,Ahmed,Williams,student4055@university.com,Male,22,Business,87.14,82.48,45.55,98.4,89.69,23.3,92.12,76.2895,C,9.1,Yes,No,,Medium,4,8.6
S5056,Sara,Williams,student4056@university.com,Male,24,Mathematics,53.9,59.71,78.93,73.21,54.2,87.7,90.92,76.7515,C,23.0,Yes,No,Master's,Low,6,6.3
S5057,Ahmed,Davis,student4057@university.com,Female,23,Business,78.37,46.15,65.5,82.07,85.2,7.1,95.4,73.103,C,13.1,No,No,High School,Low,6,5.7
S5058,John,Johnson,student4058@university.com,Male,18,Business,71.45,55.89,88.68,68.65,74.13,60.6,99.38,81.108,B,24.6,Yes,Yes,PhD,Medium,7,7.1
S5059,Omar,Davis,student4059@university.com,Male,18,Engineering,50.88,47.86,95.13,81.82,56.69,47.8,74.78,73.7275,C,23.7,Yes,Yes,Bachelor's,Medium,8,7.5
S5060,Sara,Johnson,student4060@university.com,Female,23,Engineering,61.8,57.68,76.03,86.0,63.24,31.8,59.78,66.4075,D,22.4,Yes,No,Bachelor's,High,9,6.7
S5061,Ahmed,Smith,student4061@university.com,Male,19,Engineering,64.24,55.71,83.9,81.23,52.25,82.6,73.04,72.783,C,25.4,Yes,Yes,High School,Low,8,8.2
S5062,Liam,Davis,student4062@university.com,Female,23,Mathematics,55.59,78.26,43.4,75.73,68.01,65.6,92.69,71.8365,C,23.9,Yes,Yes,,High,9,4.3
S5063,Ali,Davis,student4063@university.com,Male,18,Business,81.58,97.27,73.62,65.01,62.77,75.9,91.81,80.362,B,20.8,Yes,Yes,Bachelor's,Medium,9,7.0
S5064,John,Davis,student4064@university.com,Female,22,Mathematics,62.12,81.14,85.32,82.19,69.11,41.5,66.8,74.8555,C,5.1,Yes,Yes,High School,High,3,6.6
S5065,John,Brown,student4065@university.com,Female,19,Business,63.88,95.6,69.81,95.42,79.02,94.2,52.37,74.4285,C,17.9,Yes,No,Master's,Low,7,4.2
S5066,Ali,Smith,student4066@university.com,Female,21,Engineering,94.91,87.05,75.61,50.35,86.62,34.5,75.49,72.5465,C,19.9,No,No,PhD,Low,3,4.1
S5067,Ahmed,Williams,student4067@university.com,Female,23,Engineering,73.36,83.67,93.94,56.7,80.27,53.1,73.71,77.3355,C,29.0,Yes,No,High School,High,5,7.0
S5068,Liam,Smith,student4068@university.com,Female,21,Mathematics,69.61,64.84,51.89,55.99,83.92,93.4,54.29,60.446,D,21.3,Yes,No,High School,Low,10,4.6
